name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,7/12/2021,89.5,72,78,98.7,72,80.3,72.5,84,0.371,100,12.5,rain,0,0,18.3,14.9,45.8,1019.3,78.7,9.4,138.5,11.7,6,,2021-07-12T05:35:42,2021-07-12T20:27:27,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,7/13/2021,77.8,70,72.9,77.8,70,72.9,68.8,87,0.009,100,4.17,rain,0,0,,11.1,53.7,1023.3,100,9.2,101.5,8.5,4,,2021-07-13T05:36:27,2021-07-13T20:26:55,0.13,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,7/14/2021,89.8,71,77.6,96,71,79.5,70.4,79.8,0,0,0,,0,0,32.2,11,2.8,1020.9,59.9,8.9,241.2,20.8,10,,2021-07-14T05:37:12,2021-07-14T20:26:22,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,7/15/2021,90.9,74.9,81.6,97.4,74.9,84.7,70.4,69.7,0.009,100,4.17,rain,0,0,45.9,8,238.8,1018.5,16.1,9.9,290.7,25.1,9,,2021-07-15T05:37:59,2021-07-15T20:25:47,0.2,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,7/16/2021,91.9,78.3,84.8,98.5,78.3,88.7,71.6,66.2,0,0,0,,0,0,19.7,9.9,245.2,1016,15.4,9.9,276.5,23.9,9,,2021-07-16T05:38:46,2021-07-16T20:25:09,0.24,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,7/17/2021,91.9,74.9,81.9,100.8,74.9,85.4,72.1,73.3,0.178,100,29.17,rain,0,0,,10,267.7,1016.5,23.1,9.7,190.3,16.4,9,,2021-07-17T05:39:35,2021-07-17T20:24:30,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,7/18/2021,83.9,73.1,77.5,89.1,73.1,78.8,69.8,78.4,0.136,100,16.67,rain,0,0,19.6,14.4,245.2,1014.7,94.2,9.7,188.5,16.4,8,,2021-07-18T05:40:24,2021-07-18T20:23:49,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,7/19/2021,84.6,73,77,86.3,73,77.5,65.7,68.7,0.01,100,8.33,rain,0,0,55.3,9.1,284.1,1014.6,69.1,9.7,170.3,14.8,5,,2021-07-19T05:41:14,2021-07-19T20:23:06,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,7/20/2021,88.9,74,80.7,93.3,74,82.8,68.2,66.5,0.009,100,4.17,rain,0,0,58.6,6.6,253.4,1012.7,12,8.2,230.4,19.7,7,,2021-07-20T05:42:05,2021-07-20T20:22:22,0.38,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,7/21/2021,83.7,74.8,78,85.3,74.8,78.6,66.1,67.4,0.087,100,16.67,rain,0,0,47.2,11.1,314.8,1011.9,38.3,9,183.2,15.8,7,,2021-07-21T05:42:56,2021-07-21T20:21:35,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,7/22/2021,83.7,69.1,76,82.6,69.1,75.8,58.2,56,0,0,0,,0,0,48.3,7.9,307.1,1017.8,13.7,9.9,245.4,21.2,8,,2021-07-22T05:43:48,2021-07-22T20:20:47,0.45,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,7/23/2021,84.5,69.9,76.2,83.3,69.9,75.9,57.1,52.9,0.001,100,4.17,rain,0,0,41.4,7.7,308,1019.7,27.5,9.9,267.9,23,10,,2021-07-23T05:44:41,2021-07-23T20:19:56,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,7/24/2021,83.8,71.7,77.1,84.4,71.7,77.1,60.9,58.2,0.009,100,4.17,rain,0,0,32.2,11.1,182.7,1018.9,10.7,9.9,291.5,25.3,10,,2021-07-24T05:45:34,2021-07-24T20:19:05,0.52,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,7/25/2021,84.7,68,76.8,89.8,68,78.3,68.1,75.4,0.075,100,33.33,rain,0,0,51.7,12.4,229,1013.4,75.8,9.7,131.7,11.4,5,,2021-07-25T05:46:28,2021-07-25T20:18:11,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,7/26/2021,90.9,74,81.9,91.3,74,82.6,66.3,62.7,0.066,100,20.83,rain,0,0,43.8,10.1,282.3,1012.3,28.2,9.7,268.6,23.1,8,,2021-07-26T05:47:23,2021-07-26T20:17:16,0.58,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,7/27/2021,91,74,82.2,93.5,74,82.8,63.5,54.3,0.009,100,4.17,rain,0,0,44.7,9.7,248.4,1013.8,15.2,9.8,271.6,23.6,9,,2021-07-27T05:48:18,2021-07-27T20:16:19,0.62,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,7/28/2021,85.7,71,76.6,85.5,71,76.8,64.4,67.4,0.028,100,16.67,rain,0,0,20.8,8.9,116.5,1015.4,39.9,9.9,253.9,21.6,10,,2021-07-28T05:49:13,2021-07-28T20:15:20,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,7/29/2021,78.1,71,74,78.1,71,74,68,81.9,0.239,100,25,rain,0,0,30.9,14,200.8,1013.8,82,9.6,124.7,10.7,5,,2021-07-29T05:50:09,2021-07-29T20:14:20,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,7/30/2021,86.9,71,76.7,85.4,71,76.6,60.9,61.7,0,0,0,,0,0,25.9,8,292.5,1009,27.3,9.8,298.9,25.8,10,,2021-07-30T05:51:05,2021-07-30T20:13:18,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,7/31/2021,79.7,62.9,71.7,79.7,62.9,71.7,52.4,51.4,0,0,0,,0,0,44.4,11.2,267.8,1015.1,0.6,9.8,311.7,26.9,10,,2021-07-31T05:52:01,2021-07-31T20:12:15,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/1/2021,78,67.9,72.7,78,67.9,72.7,61.6,68.8,0.049,100,12.5,rain,0,0,40.3,10.3,183,1012.6,47.8,9.9,182.4,15.7,8,,2021-08-01T05:52:58,2021-08-01T20:11:10,0.78,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,8/2/2021,83.6,64.1,73.5,82.9,64.1,73.4,58.4,62.2,0.009,100,4.17,rain,0,0,18.3,7.7,282.5,1014,44.4,9.8,277.9,24.1,9,,2021-08-02T05:53:55,2021-08-02T20:10:04,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/3/2021,81.9,69.9,74.1,81.5,69.9,74.1,56.4,54.5,0.009,100,4.17,rain,0,0,41.4,7.9,56.3,1019.5,3.7,9.9,181.5,15.6,7,,2021-08-03T05:54:53,2021-08-03T20:08:56,0.84,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,8/4/2021,75.8,70.9,72.9,75.8,70.9,72.9,60.1,64.2,0,0,0,,0,0,17.2,12.5,52.2,1019.9,35.8,9.9,116.3,10,4,,2021-08-04T05:55:50,2021-08-04T20:07:47,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/5/2021,82.7,69.2,74.2,83.8,69.2,74.4,63.7,70.7,0,0,0,,0,0,17.2,13.4,44.8,1018.9,81.6,9.9,210.6,18.2,8,,2021-08-05T05:56:48,2021-08-05T20:06:36,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/6/2021,88,70.1,78,90.3,70.1,78.9,65.2,66.6,0,0,0,,0,0,20.8,9.1,218.5,1020.5,3.7,9.9,286.8,24.8,9,,2021-08-06T05:57:46,2021-08-06T20:05:24,0.94,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,8/7/2021,87.9,73.2,78.5,89.7,73.2,79.1,64.8,63.9,0,0,0,,0,0,17.2,9,227.2,1018.5,4.9,9.9,221.5,19.1,8,,2021-08-07T05:58:45,2021-08-07T20:04:11,0.97,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,8/8/2021,75.8,67.9,71.9,75.8,67.9,71.9,64.3,77.9,0.113,100,37.5,rain,0,0,26.2,18,48.2,1018.4,89.8,9.2,150.4,13.1,5,,2021-08-08T05:59:43,2021-08-08T20:02:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/9/2021,80.8,71,74.6,83.5,71,74.7,68.2,80.9,0.02,100,12.5,rain,0,0,16.1,11.2,50.3,1020.2,82.8,9.7,182.3,15.7,7,,2021-08-09T06:00:42,2021-08-09T20:01:40,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/10/2021,85.8,72,77.2,92.9,72,79.3,70.4,80.2,0.243,100,16.67,rain,0,0,32.2,7.9,188,1020.1,65.7,9.8,237.3,20.6,8,,2021-08-10T06:01:40,2021-08-10T20:00:23,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/11/2021,93.4,74,80.8,106.1,74,84.8,72.5,77.2,0.238,100,20.83,rain,0,0,25.3,9,246.5,1016.6,36.5,9.7,248.2,21.5,9,,2021-08-11T06:02:39,2021-08-11T19:59:04,0.11,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/12/2021,93.8,74.9,83.2,103.2,74.9,86.9,71,68.9,0.018,100,8.33,rain,0,0,51.2,13.6,258.4,1015.6,10.3,9.9,274.6,23.7,9,,2021-08-12T06:03:38,2021-08-12T19:57:45,0.15,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/13/2021,94.9,78.2,86.2,101.8,78.2,91.4,70.9,61.5,0.009,100,4.17,rain,0,0,42.5,8.9,259.5,1016.6,4.5,9.9,279.3,24.1,9,,2021-08-13T06:04:37,2021-08-13T19:56:24,0.18,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/14/2021,89.8,78.3,83.9,95.3,78.3,87.4,68.9,61.2,0,0,0,,0,0,18.3,11.1,287,1017.6,39.8,9.8,219.8,18.9,8,,2021-08-14T06:05:36,2021-08-14T19:55:02,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,8/15/2021,86.9,73,78.5,85.9,73,78.4,59,51.9,0,0,0,,0,0,19.7,14.7,54.6,1021.9,32.2,9.9,264,22.8,9,,2021-08-15T06:06:35,2021-08-15T19:53:39,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/16/2021,81.9,71.9,76.3,83.7,71.9,76.6,63.5,64.9,0,0,0,,0,0,36.1,10.9,121.3,1022.7,34.2,9.9,200.4,17.2,8,,2021-08-16T06:07:34,2021-08-16T19:52:15,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/17/2021,80.9,74,76.6,83.2,74,76.8,66.3,70.8,0,0,0,,0,0,34.4,10.9,155.2,1022.8,68.1,9.9,151.6,13.4,7,,2021-08-17T06:08:33,2021-08-17T19:50:50,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/18/2021,82.2,74.9,77.8,88.3,74.9,79,72.4,83.7,0,0,0,,0,0,18.3,9.8,138.5,1022.1,98.1,9.9,130.2,11.3,5,,2021-08-18T06:09:32,2021-08-18T19:49:24,0.36,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/19/2021,87.1,75.8,80.5,92.7,75.8,82.7,72.1,76.7,0.067,100,29.17,rain,0,0,31,15.7,244.8,1013.7,77.2,9.6,146.3,12.6,6,,2021-08-19T06:10:31,2021-08-19T19:47:57,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/20/2021,83.7,75.8,79.2,87.5,75.8,80.4,69.1,71.7,0.001,100,4.17,rain,0,0,20.8,5.9,299.3,1012.3,39.8,9.9,114.8,9.8,3,,2021-08-20T06:11:30,2021-08-20T19:46:30,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/21/2021,82.9,74.1,78,88,74.1,79.7,71.3,80.5,1.793,100,16.67,rain,0,0,40.3,10,66.8,1012.9,45.5,8.8,123,10.4,4,,2021-08-21T06:12:29,2021-08-21T19:45:01,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/22/2021,75.8,71.9,73.8,75.8,71.9,73.8,72.1,94.5,0.694,100,70.83,rain,0,0,25.3,17.8,292.5,1009.9,96.5,7.3,14.2,1.1,0,,2021-08-22T06:13:28,2021-08-22T19:43:31,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/23/2021,86.9,72,77.4,92.5,72,78.8,71.1,82.2,0.062,100,29.17,rain,0,0,50.6,14.6,236,1008,76.2,8.8,133.8,11.5,6,,2021-08-23T06:14:27,2021-08-23T19:42:01,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,8/24/2021,92.6,74.9,83.3,95.4,74.9,84.8,67.9,62.6,0.009,100,4.17,rain,0,0,38,9.2,259.8,1013.5,3.7,9.9,271.1,23.5,9,,2021-08-24T06:15:25,2021-08-24T19:40:30,0.57,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/25/2021,93.6,75.7,84,99.6,75.7,87,68.9,61.5,0,0,0,,0,0,,6.5,274.3,1018.7,6.6,9.9,259.1,22.6,9,,2021-08-25T06:16:24,2021-08-25T19:38:57,0.6,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/26/2021,93.7,77.2,84.2,102.8,77.2,89.3,72.1,67.8,0,0,0,,0,0,54.6,9,222,1019.2,2.7,9.9,243,20.9,9,,2021-08-26T06:17:23,2021-08-26T19:37:25,0.63,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/27/2021,92,77,82.5,101.9,77,85.8,72.8,73.6,0.255,100,20.83,rain,0,0,45,9.7,249.7,1018.6,9.5,9.9,189.9,16.4,8,,2021-08-27T06:18:22,2021-08-27T19:35:51,0.67,Rain,Clear conditions throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/28/2021,80.9,69.3,74.7,85.7,69.3,75.2,66.1,74.8,0.046,100,12.5,rain,0,0,31.1,20.5,49.6,1023.1,82.1,9.7,68.4,5.9,3,,2021-08-28T06:19:21,2021-08-28T19:34:17,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,8/29/2021,76.9,69,72.4,76.9,69,72.4,65.4,78.8,0,0,0,,0,0,19.7,14.3,47.3,1022.2,96.9,9.7,70,6,3,,2021-08-29T06:20:19,2021-08-29T19:32:42,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,8/30/2021,87.8,73.1,78.6,96.5,73.1,81.5,72.3,81.8,0,0,0,,0,0,52.9,7.7,229.7,1012.7,64.7,9.6,158.2,13.7,6,,2021-08-30T06:21:18,2021-08-30T19:31:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,8/31/2021,87.8,75.7,80.6,87.8,75.7,81.1,66.3,63.8,0,0,0,,0,0,29.8,11.2,273.3,1008.8,7.2,9.9,184.6,15.8,7,,2021-08-31T06:22:16,2021-08-31T19:29:31,0.8,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/1/2021,77.1,66.7,73,77.1,66.7,73,67.1,82.1,2.821,100,45.83,rain,0,0,33.8,25,38.2,1006.8,93.3,8.2,37.9,3.1,2,,2021-09-01T06:23:15,2021-09-01T19:27:54,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,9/2/2021,80.6,62.9,70.7,80.2,62.9,70.7,56,62.8,0.075,100,12.5,rain,0,0,28,14.1,355.9,1009,51.3,9.4,260.2,22.6,9,,2021-09-02T06:24:13,2021-09-02T19:26:17,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/3/2021,78.7,61.9,69.8,78.7,61.9,69.8,54.3,58.6,0.009,100,4.17,rain,0,0,40.3,9,286.3,1016.8,21.7,9.9,217.4,18.6,9,,2021-09-03T06:25:12,2021-09-03T19:24:40,0.89,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/4/2021,80.8,64.9,72.3,81.1,64.9,72.3,57.5,60.9,0,0,0,,0,0,,8.9,251,1016.2,0.9,9.8,257.8,22.2,9,,2021-09-04T06:26:10,2021-09-04T19:23:02,0.92,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/5/2021,74.9,68,72,74.9,68,72,64.2,76.5,0.002,100,8.33,rain,0,0,20.8,13.5,230.5,1011.4,62.7,9.8,58.2,4.9,3,,2021-09-05T06:27:09,2021-09-05T19:21:23,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,9/6/2021,84.6,71,76.7,83.7,71,76.5,62.2,64.6,0.028,100,4.17,rain,0,0,45.9,14.7,259.4,1009.6,58.3,9.9,252.4,22,9,,2021-09-06T06:28:07,2021-09-06T19:19:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/7/2021,83.7,67.9,75.1,82.6,67.9,75,58.4,57.6,0,0,0,,0,0,47.7,8.8,235.4,1014.3,1.6,9.9,253.5,21.9,9,,2021-09-07T06:29:06,2021-09-07T19:18:05,0.02,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/8/2021,83.7,71.1,76.6,87.5,71.1,77.6,67.1,72.9,0,0,0,,0,0,46.8,16.9,210.8,1011.3,36.5,9.9,161.7,14,6,,2021-09-08T06:30:04,2021-09-08T19:16:25,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,9/9/2021,75.8,70,71.7,75.8,70,71.7,66.8,84.7,0.163,100,50,rain,0,0,48.3,9.2,251.7,1008.3,63.8,9.7,43,3.6,3,,2021-09-09T06:31:03,2021-09-09T19:14:45,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,9/10/2021,78.7,65,71.7,78.7,65,71.7,54.6,57.1,0.009,100,4.17,rain,0,0,29.8,6.1,298.4,1012.3,7.8,9.9,241.9,20.9,9,,2021-09-10T06:32:01,2021-09-10T19:13:05,0.13,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/11/2021,79.8,64,71.6,79.8,64,71.6,54.7,56,0.009,100,4.17,rain,0,0,53.9,12.8,251.5,1021.1,11.3,9.9,218.5,18.9,8,,2021-09-11T06:32:59,2021-09-11T19:11:25,0.17,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,9/12/2021,83,68,75.1,85,68,75.7,63.1,67,0,0,0,,0,0,26.4,15.6,251.1,1018.8,3.2,9.9,211.4,18.2,7,,2021-09-12T06:33:58,2021-09-12T19:09:44,0.2,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,9/13/2021,87.8,70,79.2,90.1,70,80.3,65.9,64.9,0.174,100,8.33,rain,0,0,25.3,11.3,268.8,1016.5,46.7,9.9,205.1,17.7,8,,2021-09-13T06:34:56,2021-09-13T19:08:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,9/14/2021,80.8,70,74.4,82.6,70,74.5,66,76.2,0,0,0,,0,0,43.6,9.2,151.9,1017.8,13.4,9.9,191.3,16.7,7,,2021-09-14T06:35:55,2021-09-14T19:06:22,0.27,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york city,9/15/2021,87,72,78.6,91.9,72,80.3,69.4,74.7,0,0,0,,0,0,36.4,9.3,234.1,1015,23.6,9.9,190.7,16.4,8,,2021-09-15T06:36:53,2021-09-15T19:04:41,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/16/2021,78.9,71.9,74.8,78.9,71.9,74.8,65.3,72.9,0,0,0,,0,0,24.2,16,42.6,1021.4,73.7,9.9,114.3,9.7,7,,2021-09-16T06:37:52,2021-09-16T19:02:59,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/17/2021,77.9,70,72.9,77.9,70,72.9,68,84.7,0,0,0,,0,0,21.9,15,39.4,1022.9,97.5,9.7,53.9,4.7,3,,2021-09-17T06:38:51,2021-09-17T19:01:18,0.38,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/18/2021,85.9,71,77.4,88.5,71,78.3,66.5,70.5,0.027,100,8.33,rain,0,0,52.8,12.8,8.3,1017.6,44.5,9.8,166.9,14.4,6,,2021-09-18T06:39:50,2021-09-18T18:59:36,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/19/2021,79.8,65.9,73.5,79.8,65.9,73.5,56.9,57.7,0,0,0,,0,0,52.8,8.1,23,1020.8,2.5,9.9,227.1,19.6,8,,2021-09-19T06:40:49,2021-09-19T18:57:55,0.45,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/20/2021,77.9,66.6,71.1,77.9,66.6,71.1,58.4,64.7,0,0,0,,0,0,58.6,9.2,171,1026.9,28,9.9,175.1,15.2,9,,2021-09-20T06:41:48,2021-09-20T18:56:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/21/2021,79.6,65.8,72,79.6,65.8,72,61.7,70.7,0.032,100,8.33,rain,0,0,52.8,9.2,84.6,1027,48.4,9.6,171.9,14.8,6,,2021-09-21T06:42:47,2021-09-21T18:54:32,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,9/22/2021,80.8,71.9,75.5,83.8,71.9,75.7,69.8,83,0.037,100,16.67,rain,0,0,40.7,16,163.9,1019.4,78.5,9.7,132.8,11.6,5,,2021-09-22T06:43:46,2021-09-22T18:52:50,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
